,index,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro ,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência_x,Estados de Ocorrência_y,lats_longs_animals
441,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,CE,[-38.31547036  -5.28153802]
442,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,ES,[-39.335242   -16.88270876]
443,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,MA,[-45.30957894   0.38638156]
444,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PA,[-45.26248898  -0.05749515]
445,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PB,[-37.00078343  -5.59999862]
446,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PE,[-36.10562386  -7.50834682]
447,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PI,[-39.99635933  -7.31853707]
448,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PR,[-47.81682653 -25.35262092]
449,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RJ,[-40.91395793 -22.0689466 ]
450,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RN,[-33.4378326   -5.15825081]
451,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SC,[-50.25586345 -24.88671507]
452,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SE,[-36.62789773  -9.67454198]
453,1085,Fauna,Peixes Marinhos,Epinephelidae,Epinephelus morio,Garoupa ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SP,[-45.43246465 -23.19547748]
454,1169,Fauna,Invertebrados Aquáticos,Eunicidae,Eunice sebastiani,Desconhecido,Em Perigo (EN),EN,Marinho,Assentamento Humano:cidades; Desastres Naturais; Extracao Direta:Caça/Pesca; Mineracao; Poluição,Sim,Não,Não,2.0,Sim,SP,SP,[-46.13841386 -22.53159536]
455,1183,Fauna,Invertebrados Aquáticos,Strombidae,Eustrombus goliath,Búzio-de-chapéu,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,AL; BA; CE; ES; PB; PE; RN; SE,AL,[-36.90283818  -7.27295563]
456,1183,Fauna,Invertebrados Aquáticos,Strombidae,Eustrombus goliath,Búzio-de-chapéu,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,AL; BA; CE; ES; PB; PE; RN; SE,BA,[-38.13780569 -14.9704759 ]
457,1183,Fauna,Invertebrados Aquáticos,Strombidae,Eustrombus goliath,Búzio-de-chapéu,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,AL; BA; CE; ES; PB; PE; RN; SE,CE,[-41.18477133  -2.84471442]
458,1183,Fauna,Invertebrados Aquáticos,Strombidae,Eustrombus goliath,Búzio-de-chapéu,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,AL; BA; CE; ES; PB; PE; RN; SE,ES,[-39.30032331 -16.65593108]
459,1183,Fauna,Invertebrados Aquáticos,Strombidae,Eustrombus goliath,Búzio-de-chapéu,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,AL; BA; CE; ES; PB; PE; RN; SE,PB,[-36.80723613  -6.34399435]
460,1183,Fauna,Invertebrados Aquáticos,Strombidae,Eustrombus goliath,Búzio-de-chapéu,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,AL; BA; CE; ES; PB; PE; RN; SE,PE,[-33.12052191  -7.58687608]
461,1183,Fauna,Invertebrados Aquáticos,Strombidae,Eustrombus goliath,Búzio-de-chapéu,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,AL; BA; CE; ES; PB; PE; RN; SE,RN,[-36.17691998  -5.10002108]
462,1183,Fauna,Invertebrados Aquáticos,Strombidae,Eustrombus goliath,Búzio-de-chapéu,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,AL; BA; CE; ES; PB; PE; RN; SE,SE,[-37.54933959  -8.02119427]
463,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,AP,[-53.34580473   1.9457954 ]
464,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,AL,[-34.7431509   -8.81655885]
465,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,BA,[-42.20472594  -7.77650406]
466,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,CE,[-39.3180214   -3.51408237]
467,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,ES,[-39.74733155 -20.05947445]
468,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,MA,[-41.46789985  -3.05674902]
469,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,PA,[-45.65481592  -2.6695844 ]
470,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,PB,[-35.87664123  -7.3641041 ]
471,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,PE,[-37.67127194  -6.91540064]
472,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,PI,[-40.31460351  -3.00053048]
473,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,RJ,[-42.11320065 -22.62747642]
474,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,RN,[-36.84673503  -4.87620777]
475,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,SC,[-48.57390309 -24.48939258]
476,1185,Fauna,Invertebrados Aquáticos,Pectinidae,Euvola ziczac,Vieira,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Não,2.0,Não,AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP,SP,[-44.71240602 -23.46619778]
477,1219,Fauna,Peixes Marinhos,Triakidae,Galeorhinus galeus,Cação-bico-doce ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,PR,[-49.38838785 -24.88393846]
478,1219,Fauna,Peixes Marinhos,Triakidae,Galeorhinus galeus,Cação-bico-doce ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,RJ,[-43.23641013 -21.67441212]
479,1219,Fauna,Peixes Marinhos,Triakidae,Galeorhinus galeus,Cação-bico-doce ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,RS,[-50.02807714 -27.9571238 ]
480,1219,Fauna,Peixes Marinhos,Triakidae,Galeorhinus galeus,Cação-bico-doce ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,SC,[-48.32781612 -24.35295671]
481,1219,Fauna,Peixes Marinhos,Triakidae,Galeorhinus galeus,Cação-bico-doce ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,PR; RJ; RS; SC; SP,SP,[-47.55378099 -19.33318553]
482,1236,Fauna,Peixes Marinhos,Ariidae,Genidens barbus,Bagre-branco,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,BA;  PR;  RS ,BA,[-38.23367186 -15.68181133]
483,1236,Fauna,Peixes Marinhos,Ariidae,Genidens barbus,Bagre-branco,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,BA;  PR;  RS ,PR,[-48.24356019 -24.5373579 ]
484,1236,Fauna,Peixes Marinhos,Ariidae,Genidens barbus,Bagre-branco,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,BA;  PR;  RS ,RS,[-52.36173662 -31.57965039]
485,1237,Fauna,Peixes Marinhos,Ariidae,Genidens planifrons,Bagre-marinho,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,RS,RS,[-50.31214115 -29.55401351]
486,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,AL,[-34.10488273  -7.55733504]
487,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,AP,[-52.82680746   2.8059189 ]
488,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,BA,[-37.84266653 -12.25172098]
489,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,CE,[-36.61296233  -2.54816985]
490,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,ES,[-38.28157537 -19.02365802]
491,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,MA,[-43.59191704  -1.90529292]
492,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,PA,[-55.78335477   2.12435136]
493,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,PB,[-34.48247451  -5.81582578]
494,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,PE,[-37.19317582  -7.54055891]
495,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,PI,[-42.12341176  -6.14867285]
496,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,RJ,[-41.84423862 -21.03813717]
497,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,RN,[-37.03205248  -4.86152839]
498,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,SE,[-36.24261829  -9.24424831]
499,1240,Fauna,Peixes Marinhos,Ginglymostomatidae,Ginglymostoma cirratum,Tubarão-lixa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP,SP,[-48.13204035 -23.09426865]
500,1242,Fauna,Peixes Continentais,Characidae,Glandulocauda caerulea,Desconhecido,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Poluição,Sim,Sim,Não,2.0,Sim,PR,PR,[-52.50065567 -25.30889412]
501,1243,Fauna,Peixes Continentais,Trichomycteridae,Glaphyropoma spinosum,Bagrinho-de-caverna,Vulnerável (VU),VU,Caatinga,Mineracao,Sim,Não,Não,2.0,Sim,BA,BA,[-40.18064976  -7.18576055]
502,1291,Fauna,Peixes Continentais,Cichlidae,Gymnogeophagus setequedas,Acará,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não,MS; PR,MS,[-56.65355057 -21.91105301]
503,1291,Fauna,Peixes Continentais,Cichlidae,Gymnogeophagus setequedas,Acará,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não,MS; PR,PR,[-52.71943754 -23.05237389]
504,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,ES,[-39.4271614  -18.87103441]
505,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,PR,[-48.36341042 -26.00944321]
506,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,RJ,[-42.7129568  -21.56552731]
507,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,RS,[-52.00865304 -31.56539972]
508,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,SC,[-48.3935477  -28.18282838]
509,1293,Fauna,Peixes Marinhos,Gymnuridae,Gymnura altavela,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,SP,[-45.07867815 -23.38081685]
510,1315,Fauna,Peixes Marinhos,Labridae,Halichoeres rubrovirens,Bodião-fogueira,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,2.0,Sim,ES,ES,[-39.89934895 -21.18381192]
511,1316,Fauna,Invertebrados Aquáticos,Halichondriidae,Halichondria (Halichondria) cebimarensis,Esponja,Vulnerável (VU),VU,Marinho,Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte,Sim,Sim,Não,2.0,Sim,SP,SP,[-44.00104115 -21.76629454]
512,1317,Fauna,Invertebrados Aquáticos,Halichondriidae,Halichondria (Halichondria) tenebrica,Esponja,Vulnerável (VU),VU,Marinho,Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte,Sim,Sim,Não,2.0,Sim,SP,SP,[-48.84016952 -18.5431588 ]
513,1326,Fauna,Peixes Continentais,Loricariidae,Harttia depressa,Acari-cachimbo ,Em Perigo (EN),EN,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,AM,AM,[-65.71838623  -9.19415462]
514,1327,Fauna,Peixes Continentais,Loricariidae,Harttia dissidens,Acari-cachimbo ,Vulnerável (VU),VU,Amazônia,Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte,Sim,Sim,Não,2.0,Sim,PA,PA,[-46.6238522   -1.95801972]
515,1328,Fauna,Peixes Continentais,Characidae,Hasemania crenuchoides,Lambari ,Vulnerável (VU),VU,Cerrado,Agropecuária; Assentamento Humano:cidades; Especies Exoticas,Sim,Sim,Não,2.0,Sim,GO,GO,[-50.22115624 -11.79807833]
516,1329,Fauna,Peixes Continentais,Characidae,Hasemania piatan,Desconhecido,Em Perigo (EN),EN,Mata Atlântica,Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,BA,BA,[-42.59845563 -12.50931232]
517,1330,Fauna,Peixes Continentais,Doradidae,Hassar shewellkeimi,"Botinho, Reco-reco ",Vulnerável (VU),VU,Amazônia; Cerrado,Agropecuária; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Não,MT,MT,[-59.90973217  -8.09640784]
518,1335,Fauna,Peixes Continentais,Loricariidae,Hemiancistrus megalopteryx,Desconhecido,Em Perigo (EN),EN,Mata Atlântica,Mineracao,Não,Sim,Não,1.0,Sim,SC,SC,[-49.29842046 -25.81967121]
519,1340,Fauna,Peixes Continentais,Loricariidae,Hemipsilichthys gobio,Cascudo-piririca,Em Perigo (EN),EN,Mata Atlântica,Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição,Sim,Sim,Não,2.0,Sim,MG; RJ; SP,MG,[-39.01759231 -15.35581315]
520,1340,Fauna,Peixes Continentais,Loricariidae,Hemipsilichthys gobio,Cascudo-piririca,Em Perigo (EN),EN,Mata Atlântica,Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição,Sim,Sim,Não,2.0,Sim,MG; RJ; SP,RJ,[-42.55190734 -21.4129174 ]
521,1340,Fauna,Peixes Continentais,Loricariidae,Hemipsilichthys gobio,Cascudo-piririca,Em Perigo (EN),EN,Mata Atlântica,Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição,Sim,Sim,Não,2.0,Sim,MG; RJ; SP,SP,[-48.94232584 -18.12752628]
522,1345,Fauna,Peixes Continentais,Characidae,Henochilus wheatlandii,Andirá,Criticamente em Perigo (CR),CR,Mata Atlântica,Especies Exoticas; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,MG,MG,[-45.36996932 -20.78690248]
523,1346,Fauna,Peixes Continentais,Heptapteridae,Heptapterus multiradiatus,Bagrinho-do-tietê,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Mata Atlântica,Poluição,Não,Sim,Não,1.0,Sim,SP,SP,[-45.3593715  -23.68522701]
524,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,AL,[-37.03136911  -7.76762361]
525,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,BA,[-38.97181512  -8.82483105]
526,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,CE,[-38.78641098  -7.46301184]
527,1392,Fauna,Peixes Marinhos,Syngnathidae,Hippocampus erectus,Cavalo-marinho,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP,ES,[-40.72170491 -17.32024405]
